State ,Districts,District Population,State Population,Dist Area,State Area,Density,Sex ratio,Literacy rate State,Crime rate 2018,Crime rate 2019,Crime rate 2020,Crime rate 2021,Overall Crime rate,Total Crime ,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,Kidnapping,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES, IPC CRIMES
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOWKI,283947,30180000,,135192,,991,172,345,335,353,374,1406,408600,56,46,111,111,44,3,46,536,1238,652,586,102,35,214,8,47,2599,8,109,2615
CHHATTISGARH,MUNGELI,701707,30180000,2750,135192,255,991,172,345,335,353,374,1406,408600,45,29,31,31,18,1,17,145,173,74,99,19,7,49,9,29,71,3,17,2159
CHHATTISGARH,NARAYANPUR,140206,30180000,6640,135192,20,991,172,345,335,353,374,1406,408600,56,28,73,73,37,2,13,73,124,46,78,36,7,19,1,15,58,1,25,1015
CHHATTISGARH,RAIGARH,1493627,30180000,7068,135192,211,991,172,345,335,353,374,1406,408600,24,30,1,1,14,6,3,8,7,2,5,3,1,2,1,10,14,1,2,71
CHHATTISGARH,RAIPUR,2160876,30180000,2892,135192,750,991,172,345,335,353,374,1406,408600,59,16,74,74,31,1,9,62,83,15,68,26,6,36,1,4,481,5,63,373
CHHATTISGARH,RAJNANDGAON,1537520,30180000,8062,135192,191,991,172,345,335,353,374,1406,408600,28,20,26,26,30,3,11,189,563,175,388,72,34,131,11,19,151,1,11,640
CHHATTISGARH,SARANGARH-BILAIGARH,607434,30180000,,135192,,991,172,345,335,353,374,1406,408600,17,15,29,29,18,3,14,167,352,125,227,50,30,74,5,15,115,1,13,475
CHHATTISGARH,SAKTI,653036,30180000,,135192,,991,172,345,335,353,374,1406,408600,90,49,63,63,458,24,603,701,3622,2252,1370,159,298,246,21,16,1320,11,1448,12112
CHHATTISGARH,SUKMA,250159,30180000,5897,135192,42,991,172,345,335,353,374,1406,408600,34,33,5,5,135,15,30,125,324,123,201,73,64,15,8,3,518,1,163,1826
CHHATTISGARH,SURAJPUR,789043,30180000,2787,135192,280,991,172,345,335,353,374,1406,408600,7,1,1,1,3,1,1,9,10,3,7,5,1,5,1,2,14,1,8,123
CHHATTISGARH,SURGUJA,839661,30180000,3265,135192,150,991,172,345,335,353,374,1406,408600,18,19,10,10,160,2,13,114,149,53,96,56,30,6,7,4,277,1,146,1213
GOA,NORTH GOA,817761,1575000,1736,3702,471,973,175,253,242,281,192,967,14968,25,24,9,9,112,3,6,110,283,174,109,27,45,36,7,6,316,1,188,1591
GOA,SOUTH GOA,639962,1575000,1966,3702,326,973,175,253,242,281,192,967,14968,42,12,12,12,56,12,25,117,302,171,131,44,68,10,10,5,270,1,1,1480
GUJARAT,AHMEDABAD,7208200,71507000,7170,196024,890,919,164,584,632,1011,1044,3271,2255617,46,23,13,13,210,2,30,160,408,216,192,71,18,43,12,19,592,1,221,2538
GUJARAT,AMRELI,1513614,71507000,6760,196024,205,919,164,584,632,1011,1044,3271,2255617,1,1,1,1,3,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1
GUJARAT,ANAND,2090276,71507000,2942,196024,711,919,164,584,632,1011,1044,3271,2255617,34,13,10,10,144,38,51,150,202,124,78,55,8,8,1,20,353,1,7,462
GUJARAT,ARAVALLI,1051746,71507000,3217,196024,327,919,164,584,632,1011,1044,3271,2255617,23,4,20,20,58,6,26,127,376,189,187,52,24,53,4,6,215,1,159,5183
GUJARAT,BANASKANTHA,3116045,71507000,12703,196024,290,919,164,584,632,1011,1044,3271,2255617,30,6,10,10,114,5,9,103,205,114,91,52,20,72,9,4,171,1,249,5097
GUJARAT,BHARUCH,1550822,71507000,6524,196024,238,919,164,584,632,1011,1044,3271,2255617,43,40,22,22,82,10,48,220,587,256,331,96,53,41,4,4,482,1,439,2849
GUJARAT,BHAVNAGAR,2877961,71507000,11155,196024,288,919,164,584,632,1011,1044,3271,2255617,40,17,15,15,126,7,18,120,275,140,135,117,28,34,9,19,464,1,411,1991
GUJARAT,BOTAD,656005,71507000,2564,196024,256,919,164,584,632,1011,1044,3271,2255617,24,8,18,18,124,10,11,67,206,90,116,43,28,26,5,6,280,1,161,3819
GUJARAT,CHHOTA UDAIPUR,1071831,71507000,3237,196024,331,919,164,584,632,1011,1044,3271,2255617,19,15,17,17,50,3,18,98,256,121,135,24,18,32,1,8,287,1,188,2002
GUJARAT,DAHOD,2126558,71507000,3642,196024,582,919,164,584,632,1011,1044,3271,2255617,24,5,8,8,36,2,6,73,168,80,88,50,16,13,1,2,185,1,127,1086
GUJARAT,DANG,226769,71507000,1764,196024,129,919,164,584,632,1011,1044,3271,2255617,31,28,10,10,118,10,35,182,545,206,339,86,35,46,11,18,410,1,245,3329
GUJARAT,DEVBHUMI DWARKA,752484,71507000,5684,196024,132,919,164,584,632,1011,1044,3271,2255617,17,3,7,7,12,3,1,7,39,17,22,15,4,2,3,2,94,1,13,369
GUJARAT,GANDHINAGAR,1387478,71507000,2163,196024,660,919,164,584,632,1011,1044,3271,2255617,19,9,4,4,31,3,7,99,224,131,93,18,49,10,8,2,65,1,114,892
GUJARAT,GIR SOMNATH,1217477,71507000,3754,196024,324,919,164,584,632,1011,1044,3271,2255617,44,32,49,49,236,23,48,268,433,206,227,79,31,63,8,21,462,1,349,2508
GUJARAT,JAMNAGAR,2159130,71507000,14125,196024,153,919,164,584,632,1011,1044,3271,2255617,54,16,5,5,148,25,20,114,231,142,89,52,21,17,8,20,375,1,294,2314
GUJARAT,JUNAGADH,2742291,71507000,8839,196024,310,919,164,584,632,1011,1044,3271,2255617,18,15,7,7,63,11,21,99,271,101,170,51,24,10,11,10,369,1,151,1826
GUJARAT,KHEDA,2298934,71507000,4215,196024,541,919,164,584,632,1011,1044,3271,2255617,18,8,10,10,16,1,8,51,67,34,33,7,10,12,1,4,68,1,73,491
GUJARAT,KUTCH,2090313,71507000,45652,196024,46,919,164,584,632,1011,1044,3271,2255617,41,28,11,11,132,14,43,198,1013,775,238,74,84,43,11,8,336,1,264,1930
GUJARAT,MAHISAGAR,994624,71507000,2500,196024,440,919,164,584,632,1011,1044,3271,2255617,48,21,20,20,124,4,19,160,275,158,117,68,54,19,9,12,313,3,292,2596
GUJARAT,MEHSANA,2027727,71507000,4386,196024,462,919,164,584,632,1011,1044,3271,2255617,98,26,40,40,182,6,68,333,1886,1296,590,65,24,177,14,3,441,3,299,5412
GUJARAT,MORBI,960329,71507000,4871,196024,197,919,164,584,632,1011,1044,3271,2255617,55,16,13,13,66,14,18,143,495,210,285,50,22,39,4,7,135,1,94,2079
GUJARAT,NARMADA,590379,71507000,2749,196024,214,919,164,584,632,1011,1044,3271,2255617,40,26,19,19,102,4,18,123,209,96,113,78,36,5,8,14,428,1,124,1498
GUJARAT,NAVSARI,1330711,71507000,2211,196024,602,919,164,584,632,1011,1044,3271,2255617,11,4,5,5,7,1,4,26,93,36,57,10,18,4,4,9,64,1,17,376
GUJARAT,PANCHMAHAL,2388267,71507000,5219,196024,458,919,164,584,632,1011,1044,3271,2255617,29,34,11,11,134,9,112,333,1333,950,383,92,24,175,5,5,375,1,306,3355
GUJARAT,PATAN,1342746,71507000,5738,196024,234,919,164,584,632,1011,1044,3271,2255617,74,6,15,15,146,11,18,96,310,199,111,55,17,38,5,17,296,1,90,1922
GUJARAT,PORBANDAR,586062,71507000,2294,196024,255,919,164,584,632,1011,1044,3271,2255617,21,14,12,12,50,4,20,159,551,342,209,26,57,31,8,6,189,1,15,1318
GUJARAT,RAJKOT,3157676,71507000,11203,196024,282,919,164,584,632,1011,1044,3271,2255617,3,3,1,1,5,1,8,8,214,21,193,7,2,3,1,1,37,1,2,49
GUJARAT,SABARKANTHA,2427346,71507000,7390,196024,328,919,164,584,632,1011,1044,3271,2255617,5,1,1,1,6,4,5,2,390,31,359,1,3,22,1,1,33,1,1,65
GUJARAT,SURAT,6081322,71507000,4418,196024,953,919,164,584,632,1011,1044,3271,2255617,13,15,11,11,56,1,6,118,209,102,107,1,4,45,1,3,66,7,73,462
GUJARAT,SURENDRANAGAR,1755873,71507000,10489,196024,167,919,164,584,632,1011,1044,3271,2255617,15,16,21,21,150,1,21,362,600,361,239,1,53,99,1,5,109,5,159,759
GUJARAT,TAPI,806489,71507000,3435,196024,249,919,164,584,632,1011,1044,3271,2255617,81,48,28,28,218,8,52,295,701,502,199,122,21,129,1,24,267,19,179,1206
GUJARAT,VADODARA,3639775,71507000,4312,196024,467,919,164,584,632,1011,1044,3271,2255617,72,50,47,47,206,10,34,347,1819,1495,324,188,118,46,2,9,163,8,197,1428
GUJARAT,VALSAD,1703068,71507000,3034,196024,561,919,164,584,632,1011,1044,3271,2255617,17,23,15,15,98,2,12,145,339,257,82,28,10,50,1,7,115,4,125,573
HARYANA,AMBALA,1136784,30209000,1569,44212,722,879,159,673,577,659,697,2607,756391,21,6,1,1,20,2,16,1,429,94,335,13,5,6,1,1,12,5,1,486
HARYANA,BHIWANI,1629109,30209000,5140,44212,341,879,159,673,577,659,697,2607,756391,82,66,44,44,112,34,84,495,3529,2998,531,122,71,216,1,4,114,15,150,1924
HARYANA,CHARKHI DADRI,502276,30209000,1370,44212,367,879,159,673,577,659,697,2607,756391,76,67,44,44,228,6,42,413,1115,781,334,65,20,197,2,20,286,12,312,1667
HARYANA,FARIDABAD,1798954,30209000,783,44212,2298,879,159,673,577,659,697,2607,756391,64,50,20,20,76,10,35,210,451,298,153,50,28,47,1,12,82,10,135,555
HARYANA,FATEHABAD,941522,30209000,2538,44212,371,879,159,673,577,659,697,2607,756391,50,36,34,34,116,7,39,224,544,349,195,107,84,74,1,13,140,17,114,746
HARYANA,GURUGRAM,1514085,30209000,1258,44212,1241,879,159,673,577,659,697,2607,756391,31,20,18,18,76,2,11,207,337,216,121,1,46,30,1,7,175,6,127,636
HARYANA,HISAR,1742815,30209000,3788,44212,438,879,159,673,577,659,697,2607,756391,59,60,63,63,206,8,43,368,1045,807,238,46,13,141,3,8,219,23,204,1256
HARYANA,JHAJJAR,956907,30209000,1868,44212,522,879,159,673,577,659,697,2607,756391,26,38,25,25,74,1,6,218,605,450,155,1,14,116,1,6,132,11,110,889
HARYANA,JIND,1332042,30209000,2702,44212,493,879,159,673,577,659,697,2607,756391,39,28,14,14,50,12,22,144,299,158,141,114,36,12,1,9,115,10,78,779
HARYANA,KAITHAL,1072861,30209000,2799,44212,467,879,159,673,577,659,697,2607,756391,12,52,50,50,58,26,26,56,483,352,131,150,25,61,1,5,69,5,168,871
HARYANA,KARNAL,1506323,30209000,2471,44212,598,879,159,673,577,659,697,2607,756391,43,67,32,32,108,10,26,82,588,430,158,197,34,18,1,9,158,12,107,977
HARYANA,KURUKSHETRA,964231,30209000,1530,44212,630,879,159,673,577,659,697,2607,756391,15,10,18,18,80,5,18,171,392,278,114,2,2,41,1,1,66,7,51,516
HARYANA,MAHENDRAGARH,921680,30209000,1900,44212,485,879,159,673,577,659,697,2607,756391,47,28,35,35,174,8,36,228,906,781,125,68,18,107,1,8,155,15,136,828
HARYANA,NUH,1089406,30209000,1765,44212,729,879,159,673,577,659,697,2607,756391,31,40,24,24,52,24,45,171,703,536,167,41,51,19,1,13,123,12,102,998
HARYANA,PALWAL,1040493,30209000,1367,44212,761,879,159,673,577,659,697,2607,756391,60,63,37,37,70,8,47,272,759,518,241,61,31,120,1,12,174,12,143,840
HARYANA,PANCHKULA,558890,30209000,816,44212,622,879,159,673,577,659,697,2607,756391,27,26,30,30,180,6,14,159,483,340,143,45,27,32,1,6,242,6,159,884
HARYANA,PANIPAT,1202811,30209000,1250,44212,949,879,159,673,577,659,697,2607,756391,86,67,32,32,124,12,47,270,817,521,296,4,16,119,1,8,183,30,185,1156
HARYANA,REWARI,896129,30209000,1559,44212,562,879,159,673,577,659,697,2607,756391,24,34,25,25,166,2,29,173,437,355,82,1,13,73,3,3,112,7,122,960
HARYANA,ROHTAK,1058683,30209000,1668,44212,607,879,159,673,577,659,697,2607,756391,7,4,12,12,20,1,1,38,37,25,12,31,23,9,1,3,171,1,16,126
HARYANA,SIRSA,1295114,30209000,4276,44212,303,879,159,673,577,659,697,2607,756391,8,8,12,12,14,1,1,55,47,20,27,28,9,27,1,14,36,1,22,619
HARYANA,SONIPAT,1480080,30209000,2260,44212,697,879,159,673,577,659,697,2607,756391,7,1,10,10,29,1,1,74,22,4,18,29,5,4,1,3,75,1,7,251
HARYANA,YAMUNANAGAR,1214162,30209000,1756,44212,687,879,159,673,577,659,697,2607,756391,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
HIMACHAL PRADESH,BILASPUR,382056,7468000,1167,55673,327,972,173,270,272,280,254,1077,78981,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,9
HIMACHAL PRADESH,CHAMBA,518844,7468000,6528,55673,80,972,173,270,272,280,254,1077,78981,6,5,8,8,12,1,1,44,33,10,23,18,7,22,1,3,155,1,17,475
HIMACHAL PRADESH,HAMIRPUR,454293,7468000,1118,55673,406,972,173,270,272,280,254,1077,78981,24,8,26,26,104,1,2,224,127,41,86,87,25,99,1,17,187,1,43,1823
HIMACHAL PRADESH,KANGRA,1507223,7468000,5739,55673,263,972,173,270,272,280,254,1077,78981,2,1,6,6,5,1,1,22,10,1,9,12,3,2,1,1,8,1,5,85
HIMACHAL PRADESH,KINNAUR,84298,7468000,6401,55673,13,972,173,270,272,280,254,1077,78981,9,3,22,22,14,1,1,58,26,6,20,28,7,21,1,4,33,1,10,434
HIMACHAL PRADESH,KULLU,437474,7468000,5503,55673,79,972,173,270,272,280,254,1077,78981,1,1,2,2,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,79
HIMACHAL PRADESH,LAHAUL AND SPITI,18528,7468000,7835,55673,2.3,972,173,270,272,280,254,1077,78981,15,6,28,28,38,1,1,97,100,18,82,61,12,62,1,30,132,1,32,1012
HIMACHAL PRADESH,MANDI,999518,7468000,3950,55673,253,972,173,270,272,280,254,1077,78981,18,6,23,23,58,1,3,149,157,38,119,69,20,38,1,39,49,1,23,750
HIMACHAL PRADESH,SHIMLA,813384,7468000,5131,55673,159,972,173,270,272,280,254,1077,78981,8,4,17,17,23,1,1,40,54,37,17,62,5,17,1,6,34,1,18,502
HIMACHAL PRADESH,SIRMAUR,530164,7468000,2825,55673,188,972,173,270,272,280,254,1077,78981,3,5,9,9,17,1,1,78,83,39,44,30,11,9,1,9,220,1,16,250
HIMACHAL PRADESH,SOLAN,576670,7468000,1936,55673,298,972,173,270,272,280,254,1077,78981,6,2,8,8,15,1,2,48,67,26,41,37,10,63,1,2,72,1,42,458
HIMACHAL PRADESH,UNA,521057,7468000,1540,55673,328,972,173,270,272,280,254,1077,78981,1,22,14,14,192,1,9,87,86,23,63,160,12,43,2,18,7,1,4,669
JHARKHAND,BOKARO,2061918,39466000,2883,79716,716,948,148,150,166,167,157,640,242205,1,2,4,4,59,1,1,13,17,1,16,16,2,8,1,2,1,1,1,240
JHARKHAND,CHATRA,1042304,39466000,3700,79716,275,948,148,150,166,167,157,640,242205,7,5,6,6,92,1,3,21,40,2,38,92,1,4,1,8,5,1,1,213
JHARKHAND,DEOGHAR,1491879,39466000,2479,79716,602,948,148,150,166,167,157,640,242205,6,27,12,12,166,1,8,65,92,19,73,103,6,23,1,10,7,1,13,628
JHARKHAND,DHANBAD,2682662,39466000,2040,79716,1316,948,148,150,166,167,157,640,242205,3,11,7,7,154,1,7,90,167,24,143,173,3,33,2,15,1,1,5,490
JHARKHAND,DUMKA,1321096,39466000,4404,79716,300,948,148,150,166,167,157,640,242205,1,1,1,1,3,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1
JHARKHAND,EAST SINGHBHUM,2291032,39466000,3562,79716,648,948,148,150,166,167,157,640,242205,1,1,1,1,3,1,1,1,1,1,1,1,4,26,1,1,1,1,1,1
JHARKHAND,GARHWA,1322387,39466000,4064,79716,327,948,148,150,166,167,157,640,242205,5,13,16,16,66,1,1,47,37,1,36,22,9,5,1,6,8,1,26,467
JHARKHAND,GIRIDIH,2445203,39466000,4887,79716,497,948,148,150,166,167,157,640,242205,2,8,9,9,66,1,2,27,24,3,21,29,3,12,1,10,6,1,2,249
JHARKHAND,GODDA,1311382,39466000,2110,79716,622,948,148,150,166,167,157,640,242205,6,20,6,6,71,1,2,10,46,3,43,53,2,6,1,3,1,1,2,190
JHARKHAND,GUMLA,1025656,39466000,5360,79716,191,948,148,150,166,167,157,640,242205,13,80,39,39,200,2,4,266,448,176,272,87,47,135,3,15,30,5,67,2733
JHARKHAND,HAZARIBAG,1734495,39466000,3555,79716,488,948,148,150,166,167,157,640,242205,1,2,1,1,3,1,1,5,6,1,6,12,1,1,1,1,1,1,1,77
JHARKHAND,JAMTARA,790207,39466000,1802,79716,439,948,148,150,166,167,157,640,242205,6,26,20,20,80,1,2,68,78,26,52,26,7,16,1,4,8,1,14,892
JHARKHAND,KHUNTI,530299,39466000,2535,79716,210,948,148,150,166,167,157,640,242205,3,11,6,6,47,1,1,16,21,1,20,1,1,14,1,4,1,1,11,295
JHARKHAND,KODERMA,716259,39466000,2540,79716,282,948,148,150,166,167,157,640,242205,10,6,15,15,140,1,4,23,43,6,37,78,4,26,1,2,61,1,2,292
JHARKHAND,LATEHAR,725673,39466000,3630,79716,200,948,148,150,166,167,157,640,242205,3,21,15,15,100,1,3,48,85,3,82,130,5,16,2,11,9,1,9,307
JHARKHAND,LOHARDAGA,461738,39466000,1502,79716,307,948,148,150,166,167,157,640,242205,2,2,3,3,3,1,1,8,5,1,5,1,2,7,1,1,1,1,1,143
JHARKHAND,PAKUR,899200,39466000,1805,79716,498,948,148,150,166,167,157,640,242205,5,32,9,9,83,1,1,39,11,1,11,86,4,16,4,13,56,1,14,468
JHARKHAND,PALAMU,1936319,39466000,4393,79716,442,948,148,150,166,167,157,640,242205,3,6,3,3,50,1,1,17,35,2,33,60,10,6,1,7,64,1,1,161
JHARKHAND,RAMGARH,949159,39466000,1341,79716,708,948,148,150,166,167,157,640,242205,1,2,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,9
JHARKHAND,RANCHI,2912022,39466000,5097,79716,572,948,148,150,166,167,157,640,242205,1,1,1,1,3,1,1,1,8,1,8,1,1,1,1,1,1,1,1,5
JHARKHAND,SAHIBGANJ,1150038,39466000,2063,79716,558,948,148,150,166,167,157,640,242205,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
JHARKHAND,SERAIKELA-KHARSAWAN,1063458,39466000,2657,79716,401,948,148,150,166,167,157,640,242205,9,36,32,32,116,1,1,70,59,8,51,40,9,41,1,28,29,1,44,1333
JHARKHAND,SIMDEGA,599813,39466000,3750,79716,160,948,148,150,166,167,157,640,242205,2,10,7,7,45,1,1,24,31,10,21,1,5,8,1,1,1,1,1,633
JHARKHAND,WEST SINGHBHUM,1501619,39466000,7224,79716,209,948,148,150,166,167,157,640,242205,5,21,12,12,37,1,1,27,31,7,24,11,4,15,1,2,5,1,2,500
KARNATAKA,BAGALKOT,1890826,67692000,6583,191791,288,973,154,250,248,226,244,968,640884,5,20,8,8,19,1,1,28,42,15,27,13,1,11,1,1,5,1,4,573
KARNATAKA,BALLARI,1400970,67692000,4252,191791,330,973,154,250,248,226,244,968,640884,2,22,3,3,95,1,6,26,93,3,90,52,3,11,1,4,2,1,1,211
KARNATAKA,BELAGAVI,4778439,67692000,13415,191791,356,973,154,250,248,226,244,968,640884,6,42,7,7,69,2,7,75,170,14,156,25,2,7,1,4,1,1,6,194
KARNATAKA,BANGALORE RURAL,987257,67692000,2239,191791,441,973,154,250,248,226,244,968,640884,13,45,19,19,200,1,18,251,302,203,99,107,15,101,2,21,16,1,63,1196
KARNATAKA,BANGALORE URBAN,9588910,67692000,2190,191791,4378,973,154,250,248,226,244,968,640884,5,19,30,30,45,1,1,43,40,7,33,21,3,10,1,1,2,1,12,836
KARNATAKA,BIDAR,1700018,67692000,5448,191791,312,973,154,250,248,226,244,968,640884,61,11,46,46,127,12,24,131,642,191,451,162,169,179,1,1,1,21,212,1825
KARNATAKA,CHAMARAJANAGAR,1020962,67692000,5102,191791,200,973,154,250,248,226,244,968,640884,144,49,34,34,31,11,20,25,140,36,104,10,6,8,4,3,15,6,20,344
KARNATAKA,CHIKKABALLAPUR,1254377,67692000,4208,191791,298,973,154,250,248,226,244,968,640884,53,20,15,15,48,12,17,19,137,25,112,92,10,34,1,12,25,8,18,406
KARNATAKA,CHIKMAGALUR,1137753,67692000,7201,191791,158,973,154,250,248,226,244,968,640884,58,101,38,38,96,16,25,100,238,55,183,189,48,65,1,7,536,18,159,234
KARNATAKA,CHITRADURGA,1660378,67692000,8437,191791,197,973,154,250,248,226,244,968,640884,69,18,41,41,242,46,44,180,906,435,471,188,85,154,1,3,201,49,89,2388
KARNATAKA,DAKSHINA KANNADA,2083625,67692000,4559,191791,457,973,154,250,248,226,244,968,640884,5,1,2,2,6,5,7,4,199,17,182,3,1,5,1,1,1,1,2,135
KARNATAKA,DAVANAGERE,1643494,67692000,4460,191791,370,973,154,250,248,226,244,968,640884,66,34,29,29,68,8,4,45,227,71,156,69,12,19,1,18,259,8,43,495
KARNATAKA,DHARWAD,1846993,67692000,4265,191791,434,973,154,250,248,226,244,968,640884,85,44,43,43,48,4,38,42,91,36,55,168,24,89,1,16,536,21,68,782
KARNATAKA,GADAGA,1065235,67692000,4651,191791,229,973,154,250,248,226,244,968,640884,72,92,37,37,106,23,31,74,453,148,305,259,46,98,1,1,2,32,104,1291
KARNATAKA,KALABURAGI,2564892,67692000,10990,191791,233,973,154,250,248,226,244,968,640884,49,1,22,22,126,5,7,26,151,38,113,31,10,6,1,1,1,11,1,1382
KARNATAKA,HASSAN,1776221,67692000,6814,191791,261,973,154,250,248,226,244,968,640884,192,45,36,36,110,5,25,20,119,22,97,26,8,16,1,6,155,2,6,114
KARNATAKA,HAVERI,1598506,67692000,4825,191791,331,973,154,250,248,226,244,968,640884,68,31,42,42,106,11,22,65,202,159,43,149,22,114,1,7,162,24,54,1382
KARNATAKA,KODAGU,554762,67692000,4102,191791,135,973,154,250,248,226,244,968,640884,85,25,56,56,196,9,40,155,979,412,567,114,82,240,4,4,679,17,106,1288
KARNATAKA,KOLAR,1540231,67692000,4012,191791,384,973,154,250,248,226,244,968,640884,7,1,1,1,3,2,3,4,155,21,134,1,2,2,1,1,4,1,1,25
KARNATAKA,KOPPAL,1391292,67692000,5565,191791,250,973,154,250,248,226,244,968,640884,21,8,27,27,34,1,4,31,110,25,85,135,5,61,1,5,184,5,72,144
KARNATAKA,MANDYA,1808680,67692000,4961,191791,365,973,154,250,248,226,244,968,640884,106,19,8,8,26,1,8,1,32,9,23,35,2,8,1,1,25,1,1,49
KARNATAKA,MYSORE,2994744,67692000,6854,191791,437,973,154,250,248,226,244,968,640884,17,55,8,8,60,7,12,16,104,32,72,74,16,75,1,1,195,13,29,398
KARNATAKA,RAICHUR,1924773,67692000,6839,191791,228,973,154,250,248,226,244,968,640884,46,20,15,15,56,5,13,4,99,16,83,37,6,11,1,4,42,4,10,135
KARNATAKA,RAMANAGARA,1082739,67692000,3573,191791,303,973,154,250,248,226,244,968,640884,36,19,23,23,44,1,9,13,52,9,43,9,2,19,1,6,50,1,23,107
KARNATAKA,SHIMOGA,1755512,67692000,8495,191791,207,973,154,250,248,226,244,968,640884,38,10,53,53,46,8,3,1,154,27,127,107,13,32,1,5,278,1,64,93
KARNATAKA,TUMAKURU,2681449,67692000,10598,191791,253,973,154,250,248,226,244,968,640884,70,61,26,26,114,22,42,76,245,75,170,139,11,78,1,5,479,28,20,659
KARNATAKA,UDUPI,1177908,67692000,3879,191791,304,973,154,250,248,226,244,968,640884,27,9,26,26,56,16,12,31,264,76,188,89,20,31,1,4,157,7,7,157
KARNATAKA,UTTARA KANNADA,1353299,67692000,10291,191791,132,973,154,250,248,226,244,968,640884,145,77,52,52,152,40,54,82,566,154,412,155,18,113,1,16,347,11,45,326
KARNATAKA,VIJAYANAGARA,1353628,67692000,5644,191791,240,973,154,250,248,226,244,968,640884,57,44,65,65,142,3,4,19,135,40,95,51,11,56,2,7,313,6,74,485
KARNATAKA,BIJAPUR,2175102,67692000,10517,191791,207,973,154,250,248,226,244,968,640884,51,22,35,35,32,5,16,45,217,69,148,36,2,34,1,2,113,6,25,89
KARNATAKA,YADGIR,1172985,67692000,5225,191791,224,973,154,250,248,226,244,968,640884,66,28,32,32,40,7,10,7,63,17,46,4,9,19,1,6,28,1,11,85
KERALA,ALAPPUZHA,2121943,35776000,1415,38863,1501,1084,193,1288,1288,1568,1477,5621,1544934,51,43,11,11,34,7,18,91,130,73,57,221,6,72,1,4,235,6,72,1247
KERALA,ERNAKULAM,3279860,35776000,3063,38863,1069,1084,193,1288,1288,1568,1477,5621,1544934,266,454,90,90,1064,37,670,1240,9826,5090,4736,551,145,3092,41,1,3095,51,524,7665
KERALA,IDUKKI,1107453,35776000,4356,38863,254,1084,193,1288,1288,1568,1477,5621,1544934,93,57,31,31,106,26,113,299,648,226,422,257,15,178,1,1,668,10,96,2944
KERALA,KANNUR,2525637,35776000,2961,38863,852,1084,193,1288,1288,1568,1477,5621,1544934,142,120,37,37,108,7,80,214,428,236,192,460,27,339,3,26,888,5,307,3462
KERALA,KASARAGOD,1302600,35776000,1989,38863,654,1084,193,1288,1288,1568,1477,5621,1544934,54,46,18,18,62,6,44,151,347,210,137,228,10,102,3,11,368,9,104,1498
KERALA,KOLLAM,2629703,35776000,2483,38863,1056,1084,193,1288,1288,1568,1477,5621,1544934,38,39,11,11,60,1,32,102,173,68,105,168,9,72,1,17,759,10,99,2044
KERALA,KOTTAYAM,1979384,35776000,2206,38863,896,1084,193,1288,1288,1568,1477,5621,1544934,69,64,18,18,60,5,33,101,139,80,59,245,9,104,1,11,460,4,128,1310
KERALA,KOZHIKODE,3089543,35776000,2345,38863,1318,1084,193,1288,1288,1568,1477,5621,1544934,51,44,12,12,50,3,32,140,312,83,229,280,4,62,1,1,441,12,36,1025
KERALA,MALAPPURAM,4110956,35776000,3554,38863,1058,1084,193,1288,1288,1568,1477,5621,1544934,18,34,9,9,20,6,8,52,111,32,79,120,4,28,1,1,436,2,62,767
KERALA,PALAKKAD,2810892,35776000,4482,38863,627,1084,193,1288,1288,1568,1477,5621,1544934,33,28,11,11,24,8,22,91,145,59,86,114,1,49,1,1,568,4,89,1238
KERALA,PATHANAMTHITTA,1195537,35776000,2652,38863,453,1084,193,1288,1288,1568,1477,5621,1544934,43,38,26,26,69,3,25,119,224,90,134,323,4,71,1,8,799,6,75,2114
KERALA,THIRUVANANTHAPURAM,3307284,35776000,2189,38863,1509,1084,193,1288,1288,1568,1477,5621,1544934,23,25,12,12,20,5,15,103,82,28,54,115,11,49,1,15,263,2,42,1013
KERALA,THRISSUR,3110327,35776000,3027,38863,1026,1084,193,1288,1288,1568,1477,5621,1544934,42,35,17,17,46,3,50,139,297,143,154,298,17,58,3,1,442,8,119,1592
KERALA,WAYANAD,816558,35776000,2130,38863,383,1084,193,1288,1288,1568,1477,5621,1544934,18,20,6,6,108,2,77,130,290,184,106,94,3,117,1,20,177,2,65,831
MADHYA PRADESH,AGAR MALWA,571275,86579000,2785,308252,205,931,147,497,479,511,561,2048,1704712,27,30,5,5,26,1,4,33,56,12,44,147,10,24,1,6,195,1,24,699
MADHYA PRADESH,ALIRAJPUR,728677,86579000,3182,308252,229,931,147,497,479,511,561,2048,1704712,24,11,6,6,25,1,5,32,64,31,33,110,8,40,2,10,140,2,47,394
